price,lat,long,Bathroom,Bedroom,sqft,land
57000000,6.8692746,79.8847509,2,5,3000.0 sqft,4.67 perches
68000000,6.8410598,79.9017028,4,4,4800.0 sqft,12.0 perches
48500000,6.8699688,79.8882835,5,4,4000.0 sqft,8.0 perches
48500000,6.8430139,79.9655312,5,4,4000.0 sqft,8.0 perches
9000000,6.850694,80.0324106,1,3,1350.0 sqft,20.0 perches
9000000,6.8415384,80.0916472,1,3,1300.0 sqft,20.0 perches
24000000,6.8772464,79.9899292,3,3,1300.0 sqft,6.0 perches
145000000,6.8335379,79.8672498,6,6,1900.0 sqft,40.0 perches
65000000,6.8883219,79.9187415,3,4,3700.0 sqft,10.0 perches
150000000,6.9160771,79.8960411,4,4,3000.0 sqft,28.0 perches
50000000,6.9071341,79.9737303,4,4,3500.0 sqft,10.0 perches
80000000,6.8335379,79.8672498,3,3,2500.0 sqft,15.0 perches
80000000,6.8335379,79.8672498,4,4,3200.0 sqft,19.0 perches
28500000,6.8566139,79.9430519,2,3,1800.0 sqft,10.0 perches
52000000,6.8883219,79.9187415,3,4,3500.0 sqft,10.0 perches
19000000,6.9021809,79.9195776,3,5,2800.0 sqft,7.5 perches
51800000,6.8512785,79.8659769,3,4,1500.0 sqft,14.0 perches
600000000,6.9074924,79.8601845,5,4,4000.0 sqft,20.0 perches
38500000,6.8883219,79.9187415,4,6,3500.0 sqft,10.0 perches
165000000,6.8472783,79.9266082,7,8,11000.0 sqft,25.0 perches
900000000,6.9094817,79.8894694,4,5,5000.0 sqft,35.0 perches
95000000,6.9021809,79.9195776,4,4,5000.0 sqft,33.15 perches
21000000,6.7999509,79.9231171,1,3,1600.0 sqft,20.0 perches
125000000,6.9079798,79.9451386,3,6,2500.0 sqft,33.0 perches
38000000,6.8699688,79.8882835,3,3,1600.0 sqft,3.43 perches
45000000,6.9040723,79.9546189,3,4,2500.0 sqft,10.0 perches
26000000,6.8218523,79.8873096,3,3,1800.0 sqft,3.71 perches
47000000,6.8198987,79.8663638,3,5,3500.0 sqft,5.03 perches
69000000,6.9021809,79.9195776,2,3,2000.0 sqft,18.5 perches
56000000,6.902043,79.9534299,3,4,1350.0 sqft,6.0 perches
57000000,6.9039869,79.9542085,2,4,3000.0 sqft,22.0 perches
38500000,6.8840744,79.9020482,3,4,2344.0 sqft,10.0 perches
24000000,6.7746821,79.8826095,3,3,3000.0 sqft,17.0 perches
49000000,6.7999509,79.9231171,5,5,3658.0 sqft,8.5 perches
55000000,6.9234427,79.8693824,3,3,2421.0 sqft,8.0 perches
33800000,6.7831285,79.9839654,2,3,1365.0 sqft,7.0 perches
39500000,6.9040723,79.9546189,3,4,3100.0 sqft,7.6 perches
140000000,6.8763201,79.9353613,5,5,6000.0 sqft,15.0 perches
26500000,6.9388614,79.8542005,2,4,990.0 sqft,3.3 perches
15000000,6.9397426,79.9023413,2,2,900.0 sqft,3.0 perches
17500000,6.9326254,79.8903143,1,1,900.0 sqft,3.0 perches
7000000,6.9029817,79.8924206,1,2,600.0 sqft,2.7 perches
22500000,6.9334319,79.8808625,1,2,800.0 sqft,6.0 perches
18000000,6.8430139,79.9655312,1,2,980.0 sqft,9.5 perches
9000000,6.9359592,79.9005985,1,3,750.0 sqft,3.0 perches
14000000,6.9360192,79.9257199,2,2,800.0 sqft,3.25 perches
70000000,6.9021809,79.9195776,3,3,980.0 sqft,12.0 perches
6500000,6.8883219,79.9187415,1,3,750.0 sqft,3.0 perches
25000000,6.9135263,79.8508126,2,3,750.0 sqft,2.5 perches
6800000,6.9326254,79.8903143,2,2,750.0 sqft,2.0 perches
8700000,6.8750845,79.8575082,1,2,750.0 sqft,2.0 perches
6500000,6.8197463,79.8682643,2,2,500.0 sqft,2.0 perches
13000000,6.9372438,79.8962142,1,2,750.0 sqft,3.1 perches
150000000,6.9388614,79.8542005,8,8,864.0 sqft,6.0 perches
8500000,6.9359592,79.9005985,1,2,800.0 sqft,3.9 perches
7500000,6.9372438,79.8962142,1,2,750.0 sqft,3.0 perches
29500000,6.7999509,79.9231171,4,4,285.0 sqft,9.0 perches
47500000,6.8577386,79.8836147,1,1,500.0 sqft,8.0 perches
12500000,6.92387,79.8721119,2,2,800.0 sqft,3.25 perches
9000000,6.9359592,79.9005985,2,3,800.0 sqft,3.5 perches
7500000,6.9345636,79.9061839,1,2,800.0 sqft,3.52 perches
7000000,6.9372438,79.8962142,1,2,900.0 sqft,3.0 perches
12000000,6.8698053,79.8884059,1,1,600.0 sqft,2.11 perches
13500000,6.9372438,79.8962142,2,2,750.0 sqft,3.0 perches
8500000,6.9372438,79.8962142,2,3,800.0 sqft,3.5 perches
16800000,6.9397426,79.9023413,2,4,900.0 sqft,3.0 perches
15000000,6.9372438,79.8962142,2,4,900.0 sqft,3.0 perches
16800000,6.9397426,79.9023413,2,4,900.0 sqft,3.0 perches
